Item,Q4 2006,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360261949.0,0.0,0.0,0.0,1097046101.0,0.0,0.0,0.0,271506310.0,0.0,0.0,0.0,721725014.0,0.0,0.0,0.0,36452815.0,0.0,0.0,0.0,140952815.0,0.0,0.0,0.0,107652240.0,0.0,0.0,0.0,102000000.0,0.0,0.0,107520000.0,0.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,464424130.0,407759932.0,827080155.0,1402558972.0,1378286862.0,1360034944.0,1286933697.0,1880014492.0,1755301351.0,1607956058.0,1471712422.0,1322263051.0,1191966821.0,1147192464.0,1103610098.0,1091220521.0,2859499566.0,2916531591.0,2705134800.0,2635174221.0,2896923278.0,2764624895.0,2679060483.0,2433478333.0,2322008689.0,2590334452.0,2857112886.0,2832615193.0,2583822422.0,4170571177.0,3757506351.0,3239993187.0,2767230287.0,2321700401.0,1807849197.0,1374608187.0,1095448927.0,910244798.0,930741852.0,803530837.0,705755065.0,609229774.0,515140687.0,460246274.0,391066362.0,300190217.0,221925998.0,158893672.0,109701903.0,46763302.0,33295815.0,28782828.0,1007828848.0,20127819392.0,19585309936.0,19042239408.0,18498607808.0,17954976208.0,17415274833.0,16953320032.0,15855589083.0,15349711031.0,14801855088.0,14253365014.0
1. Tài sản cố định hữu hình,459924130.0,407759932.0,827080155.0,1402558972.0,1378286862.0,1360034944.0,1286933697.0,1859799857.0,1737059050.0,1591686091.0,1457371912.0,1309873436.0,1181549540.0,1138747517.0,1097094608.0,1086655926.0,2856907305.0,2915890225.0,2705134800.0,2635174221.0,2896923278.0,2764624895.0,2679060483.0,2433478333.0,2322008689.0,2590334452.0,2857112886.0,2832615193.0,2583822422.0,4170571177.0,3757506351.0,3239993187.0,2767230287.0,2321700401.0,1807849197.0,1374608187.0,1095448927.0,910244798.0,930741852.0,803530837.0,705755065.0,609229774.0,515140687.0,460246274.0,391066362.0,300190217.0,221925998.0,158893672.0,109701903.0,46763302.0,33295815.0,28782828.0,1007828848.0,20127819392.0,19585309936.0,19042239408.0,18498607808.0,17954976208.0,17415274833.0,16953320032.0,15855589083.0,15349711031.0,14801855088.0,14253365014.0
Nguyên giá,942045851.0,1249231389.0,1790771322.0,2420407199.0,,2686444799.0,,3484781612.0,3538242242.0,,3568357547.0,3580069365.0,3593908365.0,3655055572.0,3754300704.0,3853996668.0,5764511213.0,5823008665.0,5855726665.0,6027779961.0,6494076203.0,6552172606.0,6694476763.0,5476112604.0,5565224704.0,5740137611.0,6280839354.0,6479463139.0,6477234375.0,9556743112.0,9683106748.0,9683106748.0,9719106748.0,9788206748.0,9788206748.0,9869566769.0,10114752161.0,10163702161.0,7239168424.0,7239168424.0,7239168424.0,7239168424.0,7239168424.0,7279568424.0,7279568424.0,7279568424.0,7279568424.0,7279568424.0,7279568424.0,7170068424.0,7170068424.0,5543622886.0,6055536121.0,25555536121.0,25555536121.0,25555536121.0,25555536121.0,25555536121.0,25555536121.0,25635536121.0,25635536121.0,25667336121.0,25667336121.0,25667336121.0
Giá trị hao mòn lũy kế,-482121721.0,-841471457.0,-963691167.0,-1017848227.0,,-1326409855.0,,-1624981755.0,-1801183192.0,,-2110985635.0,-2270195929.0,-2412358825.0,-2516308055.0,-2657206096.0,-2767340742.0,-2907603908.0,-2907118440.0,-3150591865.0,-3392605740.0,-3597152925.0,-3787547711.0,-4015416280.0,-3042634271.0,-3243216015.0,-3149803159.0,-3423726468.0,-3646847946.0,-3893411953.0,-5386171935.0,-5925600397.0,-6443113561.0,-6951876461.0,-7466506347.0,-7980357551.0,-8494958582.0,-9019303234.0,-9253457363.0,-6308426572.0,-6435637587.0,-6533413359.0,-6629938650.0,-6724027737.0,-6819322150.0,-6888502062.0,-6979378207.0,-7057642426.0,-7120674752.0,-7169866521.0,-7123305122.0,-7136772609.0,-5514840058.0,-5047707273.0,-5427716729.0,-5970226185.0,-6513296713.0,-7056928313.0,-7600559913.0,-8140261288.0,-8682216089.0,-9779947038.0,-10317625090.0,-10865481033.0,-11413971107.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12389615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36975060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24585445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,20214635.0,18242301.0,16269967.0,14340510.0,0.0,10417281.0,8444947.0,6515490.0,4564595.0,2592261.0,641366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,13500000.0,13500000.0,13500000.0,13500000.0,0.0,13500000.0,0.0,36975060.0,36975060.0,,36975060.0,0.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,36975060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,-9000000.0,-13500000.0,-13500000.0,-13500000.0,0.0,-13500000.0,0.0,-16760425.0,-18732759.0,,-22634550.0,0.0,-26557779.0,-28530113.0,-30459570.0,-32410465.0,-34382799.0,-36333694.0,-36975060.0,-36975060.0,-36975060.0,-36975060.0,-36975060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV. Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,568397619.0,0.0,0.0,454545454.0,0.0,137078182.0,163078182.0,215078182.0,892961860.0,543249883.0,553022610.0,553022610.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,1330295338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V. Các khoản đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư khác vào công cụ vốn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,2915181502.0,642870006.0,568020820.0,1137814654.0,1104481796.0,905535925.0,735338017.0,764772928.0,708950140.0,1040112218.0,20346222100.0,20672937555.0,20508415521.0,20316901493.0,20214543845.0,20406629905.0,20584611062.0,20639998207.0,19669390279.0,19596231114.0,19549132095.0,19537762799.0,19522770153.0,19953704253.0,19834384194.0,19938543039.0,19756332501.0,19725022085.0,19672141799.0,19530729026.0,19436995452.0,19460344328.0,464971344.0,1042085940.0,1003517493.0,1019119051.0,981530081.0,874458897.0,808474169.0,691177399.0,579564253.0,443701334.0,382655896.0,412803685.0,393476818.0,303193416.0,232395775.0,287321245.0,273764262.0,246456922.0,162949342.0,665115761.0,714253545.0,794824263.0,623071252.0,650079681.0,602749496.0,569974017.0,589289432.0,593696316.0,812182911.0,761102376.0,509361305.0,470245220.0
1. Chi phí trả trước dài hạn,1995708163.0,635208585.0,568020820.0,1137814654.0,,905535925.0,,760995335.0,705172547.0,,20346222100.0,20672937555.0,20508415521.0,20316901493.0,20214543845.0,20406629905.0,20584611062.0,20639998207.0,19669390279.0,19596231114.0,19549132095.0,19537762799.0,19522770153.0,19953704253.0,19834384194.0,19938543039.0,19756332501.0,19725022085.0,19672141799.0,19530729026.0,19436995452.0,19460344328.0,464171344.0,1042085940.0,1003517493.0,1019119051.0,981530081.0,874458897.0,808474169.0,691177399.0,579564253.0,443701334.0,382655896.0,412803685.0,393476818.0,303193416.0,232395775.0,287321245.0,273764262.0,246456922.0,162949342.0,665115761.0,714253545.0,794824263.0,623071252.0,650079681.0,602749496.0,569974017.0,589289432.0,593696316.0,812182911.0,761102376.0,509361305.0,470245220.0
2. Tài sản Thuế thu nhập hoãn lại,758063339.0,7661421.0,0.0,0.0,,0.0,,3777593.0,3777593.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản dài hạn khác,161410000.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,33826784409.0,66749281777.0,40971081824.0,39565414448.0,37405488954.0,63806604835.0,62094158598.0,46632686442.0,66451901362.0,102211055547.0,106011393802.0,81419963302.0,120013281295.0,150440806564.0,123659196685.0,97734695435.0,171909225366.0,135496906021.0,143558219825.0,165335109329.0,187105443833.0,175348358822.0,194495861918.0,170781936272.0,170463571987.0,158155527735.0,231831253999.0,270549067619.0,260979000259.0,228917864019.0,252825083440.0,245928860458.0,309355751048.0,388717496634.0,317786946544.0,313195332944.0,377245406762.0,351925228110.0,320820679223.0,343807875311.0,345555259068.0,376518837959.0,390490635874.0,326730420311.0,294887055166.0,357200764726.0,260547445351.0,261989353708.0,276421345569.0,298710221229.0,274919073466.0,231672303522.0,301264691822.0,485722833480.0,479637041416.0,411728650150.0,370656232179.0,531845132286.0,379269079859.0,377347450615.0,513754446181.0,335843860214.0,320949492294.0,313248349372.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,29647393665.0,41904519261.0,14447565291.0,11380291451.0,9696415370.0,30216283123.0,29331279970.0,14152604989.0,35790224199.0,64881985362.0,70116714689.0,41317024073.0,78453336546.0,93990949237.0,60364465338.0,45485685689.0,120201511020.0,70462690788.0,77073447580.0,102834927912.0,119796789169.0,109068657894.0,127555760452.0,109924575491.0,107792484871.0,93318876615.0,167187566775.0,210334965897.0,196487454727.0,163413465704.0,186786341462.0,180998281867.0,243527028107.0,320216310740.0,232838812210.0,225993836738.0,284638019001.0,260304673233.0,228711270962.0,249507838494.0,248481139733.0,277899433386.0,291419695837.0,233236546978.0,199188438951.0,260285050856.0,161253463992.0,167210253061.0,180887936955.0,202046570713.0,177330743307.0,137925653523.0,206661601887.0,388674025456.0,380799305288.0,316929387260.0,274921971187.0,433826685585.0,279207784857.0,279000726862.0,413003025464.0,237381063450.0,221618955445.0,213799346849.0
I. Nợ ngắn hạn,29647393665.0,41904519261.0,14447565291.0,11380291451.0,9696415370.0,30216283123.0,29331279970.0,14152604989.0,35790224199.0,64881985362.0,59000048023.0,31769125842.0,68924380096.0,84327652021.0,53030885452.0,38288681693.0,119989405002.0,70121881173.0,76848031406.0,102751309886.0,119734314716.0,101010610325.0,116026079788.0,99982179871.0,94364288145.0,79973103847.0,158714197859.0,201374353641.0,185199974292.0,136390574212.0,185952673210.0,180348037549.0,243527028107.0,320216310740.0,232838812210.0,225716700822.0,284081164903.0,259839669135.0,228613666864.0,249507838494.0,248383535635.0,277899433386.0,291419695837.0,233236546978.0,199188438951.0,260285050856.0,161253463992.0,167210253061.0,180887936955.0,202046570713.0,177330743307.0,137925653523.0,206661601887.0,388674025456.0,380799305288.0,307050589791.0,274921971187.0,424903900774.0,270285000046.0,271033954709.0,404080240653.0,232282329271.0,215564208608.0,207744600012.0
1. Vay và nợ thuê tài chính ngắn hạn,20753895032.0,48344000.0,3490666072.0,4825936000.0,,6809882881.0,,7816000000.0,21800112092.0,,20217335200.0,4812831002.0,21433694802.0,60812081069.0,16590858007.0,9186772694.0,60070408956.0,31786782049.0,36340510628.0,56395355570.0,44902604270.0,21449659089.0,17817760306.0,30459499947.0,22162232532.0,11246458700.0,33557234673.0,50376386602.0,12640876753.0,35587707242.0,47430853093.0,83697113408.0,128241776164.0,182940219660.0,144382716102.0,131678564075.0,143070910826.0,143685791845.0,131682940395.0,142918099564.0,141655983643.0,121000419295.0,85473452079.0,92139832912.0,53230119315.0,33864190753.0,8414900000.0,7934900000.0,8540294000.0,20577325339.0,13751752500.0,4736120000.0,14553620000.0,73415361845.0,140888759644.0,79580722122.0,64701150938.0,63389493207.0,63434633021.0,67120213478.0,98000831643.0,29195150509.0,28703535730.0,55988521773.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,5274490787.0,12643189174.0,1552386172.0,725520691.0,,16200594014.0,,2402894151.0,5069404523.0,,20870053616.0,12055476391.0,17573235603.0,5265437770.0,2782193066.0,6164647894.0,14882608076.0,8109077946.0,15614345160.0,7092487498.0,22768754801.0,18519079383.0,40189216909.0,13572211133.0,22163609976.0,29269061482.0,21011303475.0,19523025417.0,63776119927.0,26278966583.0,15617094097.0,21386120318.0,41699069952.0,36822024772.0,19317909131.0,23350890685.0,66216215160.0,36715744068.0,30783456790.0,30750139917.0,34329476036.0,48499344355.0,65201773842.0,20610556860.0,24086160768.0,63792592599.0,31952189413.0,43282811344.0,28032263012.0,40856431446.0,35413071510.0,21802894033.0,58696323318.0,182699683657.0,135248479343.0,110519582707.0,75980407388.0,224690200957.0,122622355514.0,116345504585.0,226923026719.0,119468538155.0,132558251596.0,106131107624.0
4. Người mua trả tiền trước,1013273815.0,25269643624.0,6477268241.0,4486029435.0,,2755424900.0,,1423212138.0,4137687953.0,,3734336635.0,10002678007.0,24518598342.0,13410621450.0,16747265089.0,16153471725.0,33227464596.0,21629381525.0,14853610395.0,22439676821.0,37972663402.0,41698972000.0,43030726865.0,43015532818.0,37598530419.0,21733376236.0,93709899475.0,121639941854.0,99814732172.0,62505831102.0,75602232745.0,52594329230.0,50598900692.0,33524722608.0,63236437528.0,64617719775.0,68184372236.0,65441705816.0,55112659711.0,66641054782.0,63148106296.0,82444780788.0,113864537770.0,82406825602.0,94198003163.0,110952956100.0,107937448278.0,84637741346.0,100200186036.0,121593038077.0,113038566078.0,94206943816.0,100997963909.0,98873083951.0,75383221537.0,106650588193.0,86552213309.0,95771668049.0,47132562290.0,70437849166.0,35983064003.0,53547288564.0,40456365961.0,33703685945.0
5. Thuế và các khoản phải nộp nhà nước,2159684907.0,3495055554.0,2328020999.0,528735017.0,,2775821645.0,,2201223882.0,4440913092.0,,5300241881.0,1714305719.0,2925953020.0,3851485891.0,5288775600.0,5016854345.0,6010436911.0,7730154152.0,9053668529.0,9210410798.0,7383721695.0,8184450835.0,13002038174.0,6046841064.0,5663655354.0,11011905836.0,7058337480.0,3278835623.0,3344619123.0,6647047841.0,6724205459.0,7457352750.0,3257678216.0,4138793327.0,3198018283.0,3574007949.0,4733918698.0,9669840970.0,9974493452.0,4869107782.0,4517378433.0,4823008534.0,4662181829.0,3214771174.0,2995255943.0,6282913012.0,4136457678.0,3487667830.0,2565791093.0,1980055805.0,1906853531.0,768084667.0,5793752770.0,2388592550.0,1952606155.0,1769394421.0,1145046116.0,7928558884.0,8207656574.0,3766823365.0,8518954828.0,3007428520.0,3646406905.0,1852654515.0
