Item,Q4 2007,Q4 2008,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,422443853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000000.0,160000000.0,0.0,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,1632205479.0,2598844836.0,3874264790.0,3744317514.0,6984343206.0,31514346506.0,20637905006.0,7912585366.0,7359442944.0,7400604044.0,7310630044.0,7640220204.0,7541788924.0,9184480324.0,6953400073.0,12463472294.0,7595075761.0,13038706339.0,25052861575.0,14408347518.0,16479991697.0,24319023449.0,24528009954.0,25691508216.0,25887779151.0,18338027504.0,27090280108.0,32530940083.0,32755886235.0,20854204332.0,50523405491.0,33197005216.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3446394182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,5049580121.0,44737512962.0,57828887094.0,47227992717.0,46815142033.0,47962599490.0,47641618780.0,48165551661.0,344993934633.0,355225430423.0,351326367546.0,344477635540.0,363721646988.0,357763807366.0,456407244068.0,447493732877.0,452376188881.0,496043441449.0,502825608389.0,523790943239.0,525723399306.0,537117870283.0,539694814782.0,532515004321.0,539529925768.0,554352562783.0,557197455892.0,561637663143.0,571360503670.0,566659672029.0,574825799564.0,585921490100.0,788617102999.0,779868518196.0,770017036316.0,767294750210.0,1067837375513.0,1035131526219.0,1043289597737.0,1067022801897.0,1122560465601.0,1124080847340.0,1150745952563.0,1111957300834.0,1183135710561.0,1172957097542.0,1212662496251.0,1183330090024.0,1184647878224.0,1169800240651.0,1181965489464.0,1151399623410.0,1194238354938.0,1930047164802.0,2371960355412.0,2312331193939.0,2355191222838.0
1. Tài sản cố định hữu hình,5017497014.0,44167301070.0,57199495160.0,46549818426.0,46119509270.0,46918177279.0,46646595159.0,46551026284.0,343386274940.0,353716214877.0,349612693340.0,342793162721.0,362148711204.0,356309274330.0,452530619881.0,443873649118.0,434025585951.0,461722060423.0,468005693911.0,489910748783.0,491557741468.0,503960925290.0,498891404061.0,493298814244.0,492868224827.0,509834529986.0,514727043987.0,520599800249.0,532482358768.0,528147976932.0,537530790157.0,549625431387.0,618925049185.0,612313683442.0,607140118517.0,608827371620.0,904035754174.0,876335367342.0,889465036283.0,916767120137.0,970508528299.0,970236429131.0,1000725108962.0,964552880571.0,1031008011213.0,1021555914850.0,1064476393251.0,1036609007455.0,1040159725143.0,1030116646597.0,1040226412925.0,1017635109015.0,1060870257906.0,1532291544455.0,1963392260657.0,1875120770110.0,1898619262139.0
Nguyên giá,12911528717.0,55902344767.0,74375682833.0,68509016667.0,68332068659.0,72320606442.0,73153400486.0,75259949813.0,375050702963.0,391823601606.0,393287715607.0,391084605689.0,414977924284.0,415181797418.0,545462457173.0,548018490175.0,544948643401.0,584923890296.0,589294887962.0,624378904309.0,638146867524.0,666242929802.0,675871171440.0,686504909155.0,702312427384.0,735809053140.0,758071453736.0,781751135635.0,805725117076.0,820327253304.0,850466655214.0,883896540852.0,984054623940.0,1002688464110.0,1024186925955.0,1049804911327.0,1380346567370.0,1385056092294.0,1431909764590.0,1492707171148.0,1581610843473.0,1619375862766.0,1689442768870.0,1690374829437.0,1803621998298.0,1835772870083.0,1923597407443.0,1946822120613.0,1998632906152.0,2041051633993.0,2100170746706.0,2119128130827.0,2215350217568.0,2740350606961.0,3250257495241.0,3231948923217.0,3337275858391.0
Giá trị hao mòn lũy kế,-7894031703.0,-11735043697.0,-17176187673.0,-21959198241.0,-22212559389.0,-25402429163.0,-26506805327.0,-28708923529.0,-31664428023.0,-38107386729.0,-43675022267.0,-48291442968.0,-52829213080.0,-58872523088.0,-92931837292.0,-104144841057.0,-110923057450.0,-123201829873.0,-121289194051.0,-134468155526.0,-146589126056.0,-162282004512.0,-176979767379.0,-193206094911.0,-209444202557.0,-225974523154.0,-243344409749.0,-261151335386.0,-273242758308.0,-292179276372.0,-312935865057.0,-334271109465.0,-365129574755.0,-390374780668.0,-417046807438.0,-440977539707.0,-476310813196.0,-508720724952.0,-542444728307.0,-575940051011.0,-611102315174.0,-649139433635.0,-688717659908.0,-725821948866.0,-772613987085.0,-814216955233.0,-859121014192.0,-910213113158.0,-958473181009.0,-1010934987396.0,-1059944333781.0,-1101493021812.0,-1154479959662.0,-1208059062506.0,-1286865234584.0,-1356828153107.0,-1438656596252.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189798115.0,164788117.0,163188118.0,-553883108.0,36366226.0,64748125.0,16100230.0,5967232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103991316.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300120000.0,300120000.0,300120000.0,300120000.0,121596000.0,300120000.0,121596000.0,121596000.0,121596000.0,121596000.0,121596000.0,121596000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211866857.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110321885.0,-135331883.0,-136931882.0,-854003108.0,-85229774.0,-235371875.0,-105495770.0,-115628768.0,-121596000.0,-121596000.0,-121596000.0,-121596000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107875541.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,32083107.0,570211892.0,629391934.0,678174291.0,695632763.0,1044422211.0,995023621.0,1614525377.0,1607659693.0,1509215546.0,1713674206.0,1684472819.0,1572935784.0,1454533036.0,3686826072.0,3455295642.0,18187414812.0,34875264134.0,34783548252.0,33815446331.0,34149557608.0,33150977761.0,40803410721.0,39216190077.0,46661700941.0,44518032797.0,42470411905.0,41037862894.0,38878144902.0,38511695097.0,37295009407.0,36296058713.0,169692053814.0,167554834754.0,162876917799.0,158467378590.0,163801621339.0,158796158877.0,153824561454.0,150255681760.0,152051937302.0,153844418209.0,150020843601.0,147404420263.0,152127699348.0,151401182692.0,148186103000.0,146721082569.0,144488153081.0,139683594054.0,141739076539.0,133764514395.0,133368097032.0,397651629031.0,408568094755.0,437210423829.0,456571960699.0
Nguyên giá,39081307.0,608934320.0,757014060.0,847730430.0,906863230.0,1304586782.0,1319586782.0,2019736782.0,2113488733.0,2128488733.0,2477716578.0,2544448894.0,2545343449.0,2530032279.0,5355143449.0,5324832279.0,25371091633.0,42848937477.0,43396488356.0,43356145448.0,47406491231.0,47673011231.0,57391922227.0,57631695854.0,67096683920.0,67100910249.0,67136910249.0,67785319249.0,68102437249.0,69994665067.0,71088853956.0,72472547456.0,210308356361.0,213123486345.0,212316728945.0,213445586356.0,223579485553.0,223210642568.0,223780642568.0,226383557959.0,233728041098.0,240181582835.0,243558462165.0,246744243603.0,257981280281.0,262689665206.0,265281689475.0,270433542585.0,275717132343.0,277958184030.0,283960209285.0,281808566456.0,285335015559.0,554899501347.0,572348426312.0,609528871629.0,643884996104.0
Giá trị hao mòn lũy kế,-6998200.0,-38722428.0,-127622126.0,-169556139.0,-211230467.0,-260164571.0,-324563161.0,-405211405.0,-505829040.0,-619273187.0,-764042372.0,-859976075.0,-972407665.0,-1075499243.0,-1668317377.0,-1869536637.0,-7183676821.0,-7973673343.0,-8612940104.0,-9540699117.0,-13256933623.0,-14522033470.0,-16588511506.0,-18415505777.0,-20434982979.0,-22582877452.0,-24666498344.0,-26747456355.0,-29224292347.0,-31482969970.0,-33793844549.0,-36176488743.0,-40616302547.0,-45568651591.0,-49439811146.0,-54978207766.0,-59777864214.0,-64414483691.0,-69956081114.0,-76127876199.0,-81676103796.0,-86337164626.0,-93537618564.0,-99339823340.0,-105853580933.0,-111288482514.0,-117095586475.0,-123712460016.0,-131228979262.0,-138274589976.0,-142221132746.0,-148044052061.0,-151966918527.0,-157247872316.0,-163780331557.0,-172318447800.0,-187313035405.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV. Tài sản dở dang dài hạn,15062715195.0,87453715522.0,185412207829.0,238295233370.0,250392721824.0,306967100179.0,301198713277.0,323487539765.0,57420908310.0,42258221077.0,66225043394.0,73807946271.0,63338406652.0,61228348382.0,98649327632.0,102141754431.0,124141854968.0,74436047139.0,85630563232.0,70299536120.0,110523548687.0,96408569519.0,102857026321.0,117693618917.0,127010932022.0,121076573455.0,141435699681.0,166800250213.0,151700808422.0,154827152823.0,157785623033.0,213140889185.0,81237350418.0,119295133185.0,145964527327.0,270167816343.0,97345519308.0,124517355860.0,148984406509.0,180093124579.0,180387839413.0,215736695593.0,212806322224.0,232634348837.0,224241944139.0,310657334369.0,376429217301.0,463813481915.0,533108320055.0,580635235657.0,644567175555.0,706035540828.0,913277723691.0,507690548217.0,227751125387.0,264457426552.0,168197170373.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,,,,,,,,,,,,,,,,,,,,3837463191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000000.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,,,,,,,,,,,,,,,,,,,,117239110264.0,141435699681.0,166800250213.0,151700808422.0,154827152823.0,157785623033.0,213140889185.0,81237350418.0,119295133185.0,145964527327.0,270167816343.0,97345519308.0,124517355860.0,148984406509.0,179719124579.0,180387839413.0,215736695593.0,212806322224.0,232634348837.0,224241944139.0,310657334369.0,376429217301.0,463813481915.0,533108320055.0,580635235657.0,644567175555.0,706035540828.0,913277723691.0,507690548217.0,227751125387.0,264457426552.0,167957170373.0
V. Các khoản đầu tư tài chính dài hạn,2877044400.0,173941206092.0,182183761509.0,175540294099.0,180325014722.0,178727039755.0,180432615641.0,179206578288.0,23517534242.0,17378359798.0,17816054175.0,16266735199.0,15251349117.0,51846973500.0,14436834048.0,19788834048.0,14425026882.0,15005467256.0,13280461391.0,14149355033.0,14754873255.0,16630339043.0,14869944247.0,16954128907.0,17986427342.0,19773152336.0,20567428883.0,22932330050.0,24817732234.0,22710641810.0,26120576809.0,28997191339.0,30540987817.0,28642667555.0,34126897626.0,37704338070.0,28308030413.0,32704041181.0,31476090790.0,49661004910.0,46954808087.0,47879327561.0,51434728332.0,94917603272.0,96726133547.0,89115748011.0,94845033623.0,123190648547.0,97019023009.0,84304617712.0,92149422410.0,64052177258.0,68474615232.0,60508386891.0,67789746302.0,73948285339.0,81417870550.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",0.0,22764161692.0,30718979808.0,24590000000.0,23563461322.0,21965486355.0,29196198241.0,27970160888.0,20781116842.0,14641942398.0,15129636775.0,13580317799.0,12564931717.0,49160556100.0,11750416648.0,11750416648.0,12015475356.0,12595915730.0,10993250233.0,11862143875.0,12467662097.0,15343127885.0,14430879980.0,16515064640.0,17547363075.0,19773152336.0,20567428883.0,21952330050.0,23837732234.0,21730641810.0,25140576809.0,28017191339.0,29437750312.0,27662667555.0,33146897626.0,36724338070.0,27301030413.0,31724041181.0,30496090790.0,36281004910.0,38574808087.0,39499327561.0,43054728332.0,51537603272.0,53346133547.0,45735748011.0,51465033623.0,57555521539.0,62019023009.0,49304617712.0,57149422410.0,64052177258.0,68474615232.0,60508386891.0,67789746302.0,73948285339.0,81417870550.0
3. Đầu tư khác vào công cụ vốn,2877044400.0,151177044400.0,151464781701.0,150950294099.0,156761553400.0,156761553400.0,151236417400.0,151236417400.0,2736417400.0,2736417400.0,2686417400.0,2686417400.0,2686417400.0,2686417400.0,2686417400.0,8038417400.0,2686417400.0,2686417400.0,2686417400.0,2686417400.0,2686417400.0,1686417400.0,686417400.0,686417400.0,686417400.0,686417400.0,0.0,1666417400.0,1666417400.0,1666417400.0,1666417400.0,1666417400.0,1666417400.0,1039373000.0,1039373000.0,980000000.0,980000000.0,980000000.0,980000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-276865874.0,-276865874.0,-399206242.0,-399206242.0,-399206242.0,-399206242.0,-247353133.0,-247353133.0,-247353133.0,-686417400.0,0.0,-686417400.0,-686417400.0,-686417400.0,-686417400.0,-686417400.0,-686417400.0,-59373000.0,-59373000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43380000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123237505.0,0.0,0.0,0.0,27000000.0,0.0,0.0,13380000000.0,8380000000.0,8380000000.0,8380000000.0,43380000000.0,43380000000.0,43380000000.0,0.0,65635127008.0,35000000000.0,35000000000.0,35000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,11523314131.0,27572407804.0,20941764454.0,25113244213.0,20969486643.0,19808016097.0,20249834238.0,24429350747.0,22257619359.0,27781031621.0,22634930853.0,26338098203.0,22583752372.0,22439725855.0,67035916623.0,79355758119.0,97404485069.0,107696342620.0,114500002582.0,118613624963.0,119268672043.0,119845548269.0,117164585958.0,127200979260.0,132069882855.0,121715387046.0,122602049537.0,124999930496.0,136683894057.0,136555035820.0,142036280984.0,139664649978.0,137067105859.0,130811389949.0,131664500019.0,129992846241.0,129567233662.0,122505406597.0,113795484205.0,108636627938.0,145588208879.0,198754661471.0,191891762152.0,215005289457.0,203576419656.0,214033579292.0,270314642967.0,249963376509.0,265389539173.0,265011721550.0,250510903307.0,306909822947.0,311189407660.0,415643031525.0,395577193800.0,417455851705.0,387651774634.0
1. Chi phí trả trước dài hạn,10369816799.0,25203349523.0,18832845978.0,22951178113.0,18812420550.0,17650950004.0,17652431193.0,21627312702.0,18807581314.0,24430993577.0,19729951968.0,23541644317.0,19651191204.0,10398966332.0,64328537584.0,76717212173.0,91460583067.0,102041783917.0,108059525191.0,112353539042.0,114801945751.0,115378821977.0,114241913183.0,123964272421.0,129093626162.0,120975666970.0,121876083956.0,124550829647.0,136233644225.0,136116258366.0,137676119837.0,139258281857.0,136677595367.0,130441097069.0,131274989527.0,128842827573.0,128792735705.0,120926465331.0,112697447475.0,107552808820.0,144921360502.0,197969381127.0,191278738565.0,214396093921.0,203017220859.0,213493598110.0,269793879399.0,249461830553.0,264903676928.0,264581441556.0,250101892538.0,301522081401.0,310822935339.0,414855727107.0,393298411633.0,414698309429.0,387370379209.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312273980.0,10741529576.0,0.0,0.0,3174964586.0,3174964586.0,3663283088.0,3663283088.0,2175288687.0,2175288687.0,539121331.0,494785395.0,259276649.0,739720076.0,725965581.0,449100849.0,450249832.0,438777454.0,423721322.0,406368121.0,389510492.0,370292880.0,389510492.0,829044668.0,774497957.0,1216967266.0,736062730.0,716845118.0,666848377.0,755280344.0,613023587.0,609195536.0,559198797.0,539981182.0,520763568.0,501545956.0,485862245.0,430279994.0,409010769.0,387741546.0,366472321.0,787304418.0,2278782167.0,2757542276.0,281395425.0
3. Tài sản dài hạn khác,1153497332.0,2369058281.0,2108918476.0,2162066100.0,2157066093.0,2157066093.0,2597403045.0,2802038045.0,3450038045.0,3350038044.0,2904978885.0,2796453886.0,2620287188.0,1299229947.0,2707379039.0,2638545946.0,2768937416.0,2479594117.0,2777194303.0,2596802833.0,2291437605.0,2291437605.0,2383551444.0,2741921444.0,2716980044.0,0.0,0.0,0.0,0.0,0.0,3936439825.0,0.0,0.0,0.0,0.0,320974000.0,0.0,361974000.0,361974000.0,366974000.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000000.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316622400.0,3224494000.0,3132365600.0,2948108800.0,2515468800.0,2948108800.0,32126802637.0,42194442175.0,5196940453.0,4981169799.0,4873284472.0,4711456483.0,4549628492.0,4387800503.0,4225972511.0,6190921508.0,6410708173.0,6197032184.0,4856879135.0,4396659480.0,4243252929.0,4089846378.0,0.0,3783033274.0,3629626723.0,3476220172.0,3322813621.0,3169407068.0,3016000517.0,2862593966.0,2709187414.0,2555780862.0,2402374311.0,2248967760.0,2095561209.0,1942154656.0,1788748105.0,1635341554.0,1481935002.0,1328528450.0,1175121899.0,1021715348.0,868308796.0,714902246.0,561495695.0,947472942.0,736912059.0,758224283.0,382852109.0
TỔNG CỘNG TÀI SẢN,969752032206.0,1668682025761.0,1763271537216.0,2170187652514.0,2413001026352.0,2486647902445.0,2296015376045.0,2158497831226.0,1934681688981.0,1733319269569.0,1664840891153.0,1711744737430.0,1530007021648.0,1515530760703.0,1789945188022.0,1828571510059.0,1672329395191.0,1674171534493.0,1567582005164.0,1662349437268.0,1688806561614.0,1674876239830.0,1543478451567.0,1755044191738.0,1812791629283.0,2024813163388.0,2005532804553.0,2118465641207.0,2195669461297.0,2375324128224.0,2393877598604.0,2482220382478.0,2418839338311.0,2612221344409.0,2716193346166.0,3120977174978.0,2997628061640.0,3292409833765.0,3371430252659.0,3593509827248.0,3708919358841.0,4035649233039.0,4613122699449.0,4724330658855.0,4649385394471.0,4958110659521.0,5049690027977.0,5101362986744.0,5028878993449.0,5253316137755.0,5421320075828.0,5996182127446.0,6170470583540.0,6444621287945.0,6494103835770.0,6922756263417.0,6561871141160.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,307393890591.0,988389958755.0,1064054691625.0,1398375089915.0,1669195798659.0,1794549539669.0,1607069203876.0,1432047004974.0,1241126542960.0,1034035954212.0,966920213936.0,1013214244251.0,941933012300.0,928673954607.0,1172027171867.0,1190791224803.0,1051741617152.0,1063366771506.0,950163731435.0,1012609282689.0,1051542697657.0,1026562388285.0,866278725274.0,1032540874492.0,1068430263659.0,1023907807236.0,972545844021.0,1032651465216.0,1098170069890.0,1254158191473.0,1297975434896.0,1332763127858.0,1249697834052.0,1408665211181.0,1509960246452.0,1851567144688.0,1749084725166.0,1995146114329.0,2064251478459.0,2223016298653.0,2346363852243.0,2653437163876.0,2431639864685.0,2461109004436.0,2396982618727.0,2664477978211.0,2691872095078.0,2756197285455.0,2629969000401.0,2867034568859.0,2950926446844.0,3405803737103.0,3508931449365.0,3628964176613.0,3550472533337.0,3847108147561.0,3439128592930.0
I. Nợ ngắn hạn,306703344932.0,916256925194.0,849768279628.0,1168922780702.0,1428989627784.0,1562605341431.0,1365872440812.0,1179420562436.0,1104038537257.0,892978195233.0,820585471477.0,861686563227.0,824523727178.0,812684578123.0,959895705598.0,970185452515.0,873795382637.0,876020818923.0,745308213486.0,784262532436.0,835482804694.0,773198712246.0,583697435546.0,706796544388.0,788820531265.0,791906759887.0,825834283065.0,881118433617.0,938146865715.0,1073959012439.0,1157904839736.0,1201999634734.0,1161233431986.0,1294824345115.0,1300423658218.0,1647550189720.0,1416021913453.0,1635003844423.0,1726815155323.0,1877812130189.0,1709060892455.0,1920681619739.0,1686308313163.0,1686627583094.0,1663814076265.0,1884668052648.0,1888453492507.0,2008379586466.0,1991381858322.0,2153014615840.0,2210850650700.0,2522801733137.0,2593665528889.0,2810814141327.0,2764106787923.0,2881132767659.0,2931044401899.0
1. Vay và nợ thuê tài chính ngắn hạn,104866329697.0,607351172990.0,652531580435.0,869353140160.0,1091276493844.0,1266456507062.0,1157221807440.0,858169823422.0,701333489517.0,659907568707.0,469543696810.0,621919780778.0,460511960775.0,518737698896.0,585632053548.0,512782680144.0,570003824025.0,568530265600.0,414771727716.0,399191154963.0,393026849152.0,279944183253.0,258323616883.0,252637858207.0,264054685358.0,174245528749.0,302595631553.0,256866071169.0,300858966483.0,334594317432.0,357285498158.0,294849981381.0,309290894478.0,337955172679.0,268072346502.0,449575323269.0,240031831833.0,348039688386.0,457699588426.0,429620115670.0,412315744530.0,471077818500.0,429610450839.0,437450837027.0,444333244559.0,565143776848.0,413054566154.0,554100681802.0,582987561684.0,702959961295.0,616573205276.0,581630446650.0,724471770234.0,718864535168.0,707651119671.0,542009918459.0,882151399256.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,124703734309.0,199854933348.0,135808260967.0,181817473548.0,229691608921.0,132085567029.0,86403770898.0,164155618851.0,253498811479.0,150846469697.0,280065541314.0,127442270450.0,288422153721.0,217407385199.0,271118066136.0,278866321582.0,180438373743.0,156483522719.0,179014588261.0,205230598818.0,243010138332.0,274934778554.0,168952726378.0,247612181550.0,285792161981.0,288420966633.0,187210429866.0,207498286666.0,315110390205.0,310680932435.0,329602144964.0,326208981126.0,396555674639.0,395590350958.0,457279397073.0,564396376108.0,532115754871.0,527795458868.0,541283216700.0,615075570946.0,585503818147.0,608187450353.0,492172265887.0,478254494699.0,601772206435.0,588941976388.0,687684286384.0,698742611210.0,611414635855.0,686648196335.0,661432721406.0,736483559871.0,769824321047.0,862376517757.0,849612515985.0,893076632818.0,806590609484.0
4. Người mua trả tiền trước,15404334456.0,34098804525.0,33947903262.0,15120551805.0,44330868081.0,75489697304.0,33040918713.0,79566257053.0,35893583416.0,16354995984.0,19811020008.0,39102932513.0,19458854475.0,23111797987.0,26300704647.0,79312887704.0,30012965135.0,31650026794.0,40424556986.0,55555449436.0,53575516932.0,77117710435.0,31788346295.0,36797103548.0,34153427074.0,63419702346.0,88393506319.0,80806210283.0,54512039866.0,91039752335.0,111623655969.0,115730077033.0,60580210150.0,82348801957.0,84056469809.0,61542827626.0,103694757256.0,107011357674.0,67048477017.0,123090805040.0,67366085045.0,70752865317.0,33264884390.0,81585175961.0,30956389724.0,31992081779.0,27053478984.0,39114531680.0,65431193454.0,76817457001.0,129736484657.0,122720416904.0,74232364304.0,104141110087.0,130510014413.0,129821261413.0,100693549007.0
