Item,Q4 2004,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Tài sản ngắn hạn khác,1589092821.0,4606287154.0,3372104558.0,9613389661.0,7878520494.0,915948680.0,1304462001.0,9763315383.0,19852193493.0,122475831110.0,118352139662.0,113358774915.0,112114627365.0,11606263866.0,11500120029.0,4592285070.0,3934122018.0,28464954270.0,31801505197.0,2360123774.0,7181029449.0,11209610078.0,20094097358.0,30279890055.0,49967077286.0,18722990605.0,19454256119.0,16058625315.0,15071915550.0,10280579433.0,14587769356.0,26965514417.0,12940006575.0,13853119285.0,9478146884.0,8541322425.0,18597939049.0,25345067395.0,30933516045.0,35204967698.0,75968722623.0,56496238223.0,47225549631.0,46801558339.0,49474482898.0,44590624379.0,52457424368.0,56775506137.0,50002124949.0,47291446726.0,59114818525.0,64136848675.0,67336598979.0,63521702482.0,62439331991.0,74548366309.0,61914457602.0,49201091916.0,53003917652.0,50121503173.0,46591887310.0,41913826142.0,37462013385.0,69530198237.0,214920417618.0,52749039475.0,47831665278.0,43564877718.0,32859967678.0,21662692338.0,23008326318.0,25444703862.0,32505197088.0
1. Chi phí trả trước ngắn hạn,126504331.0,11796731.0,3770004.0,7123254.0,233632504.0,,28200000.0,,8234460674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198084100.0,149315145.0,99128141.0,179491357.0,103420683.0,855672625.0,894740079.0,719998358.0,488954100.0,1773151202.0,827856887.0,859948870.0,776735331.0,1022536561.0,856818423.0,914263560.0,763740371.0,782676190.0,976395005.0,22252803.0,47537499.0,2026468100.0,2411847921.0,2297781265.0,4344769191.0,3841908430.0,3925852137.0,5268283093.0,6775696507.0,7683649541.0,8105833817.0,10889949769.0,11021536595.0,11546568102.0,7507953078.0,13314240177.0,12231554137.0,13007346341.0,7177742205.0,8593238751.0,4480804957.0,5290724167.0,5544404618.0,5513811643.0,15323653927.0,14956822101.0,5881306412.0,6591864515.0,5662535721.0,7046598654.0,7917287418.0,9031405155.0,5539916597.0,4964821504.0
2. Thuế giá trị gia tăng được khấu trừ,0.0,0.0,0.0,9606266407.0,0.0,,0.0,,0.0,8954923303.0,6431176719.0,1432690026.0,1516139053.0,1885049658.0,1448205581.0,1907844169.0,886886693.0,25475296569.0,30467689232.0,289993733.0,6193235310.0,9425390757.0,12848046559.0,25944126769.0,43151914996.0,11461773775.0,12344593772.0,10886737402.0,9958452736.0,7436327670.0,10350807306.0,23492950012.0,7328783601.0,9409111738.0,4688617604.0,3742225497.0,9611392870.0,20176697364.0,24553456827.0,32432461550.0,70700764785.0,51060611238.0,43385061908.0,40914082690.0,43171708006.0,39122065784.0,45646434817.0,48375691554.0,40564776963.0,37627455584.0,48150266048.0,53112793982.0,55622196771.0,55434403673.0,47579568039.0,61256620797.0,47837936047.0,40478177450.0,41867672388.0,43949431438.0,39516664168.0,36271928684.0,31705998576.0,54146854488.0,53689609808.0,46762941881.0,41205945959.0,37802183701.0,25690791870.0,13670533774.0,13865149144.0,19846733818.0,26465453989.0
3. Thuế và các khoản phải thu Nhà nước,1462588490.0,4594490423.0,3368334554.0,0.0,7644887990.0,,1276262001.0,,11617732819.0,3184774013.0,1211274424.0,1211274424.0,0.0,9414519558.0,9207870706.0,1627530873.0,2274007356.0,1709402573.0,0.0,0.0,0.0,0.0,3680161423.0,2200233040.0,3640759696.0,3783867990.0,3840449495.0,835955697.0,1060160867.0,1067238653.0,871221747.0,871221747.0,2250942952.0,1444606497.0,1444399509.0,957365065.0,5744977364.0,2433728468.0,6357806415.0,2724968649.0,3241489738.0,3023779064.0,1542706458.0,1542706458.0,2460866462.0,1542706458.0,1542706458.0,1624118076.0,1753698445.0,1558157325.0,74602708.0,2518098.0,167834106.0,579345731.0,1545523775.0,1060191375.0,1069175214.0,1545172261.0,2543006513.0,1691266778.0,1784498975.0,97492840.0,242203166.0,59689822.0,73985709.0,104791182.0,33854804.0,100158296.0,122577154.0,74871146.0,111772019.0,58053447.0,1074921595.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,110336133794.0,110709688519.0,110714810465.0,110598488312.0,306694650.0,844043742.0,1056910028.0,773227969.0,1280255128.0,1333815965.0,1872045941.0,838478994.0,1685091180.0,3386398019.0,2032109563.0,2318729969.0,2582608761.0,2549214494.0,3846978116.0,2280150745.0,949156223.0,2505791433.0,1824607327.0,2337743461.0,2142582627.0,2430866211.0,3077991492.0,2458892625.0,1758246558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,129970189947.0,244560860760.0,396643016709.0,382572703374.0,375058197200.0,341355329217.0,389701048116.0,752854407995.0,757582140828.0,1129762007642.0,1197802921215.0,1054933902262.0,1218209080412.0,1125294505618.0,1105170512279.0,1163531302477.0,1172741297103.0,1518589457741.0,1612733505250.0,1301996102197.0,1317860832482.0,1660187713251.0,1645027283152.0,1547867915121.0,1577908910046.0,1837087695457.0,1943769440153.0,1951784895575.0,2004398450331.0,1555226079560.0,1610932616844.0,1587341058511.0,1631496738100.0,1707956985762.0,1766415844609.0,1762671622455.0,1777891967093.0,1833972101394.0,2069714629669.0,1888661944033.0,1666794930714.0,1755405404508.0,1791914460067.0,2146945229494.0,2252597841337.0,2133900281830.0,2046178706158.0,1979935545458.0,1990125998508.0,1970804526506.0,1981213045894.0,1954933900676.0,1965619109386.0,2424025775410.0,2415676049995.0,2343582482369.0,2326481282735.0,2400547985134.0,2420340779462.0,2922061954781.0,3162789955048.0,3287345783988.0,3690434156184.0,4163101270666.0,4093169359173.0,4096194619011.0,4603392101928.0,5247333466362.0,6795062759417.0,4384009519210.0,4431981652668.0,4428352573420.0,4416727132157.0
I. Các khoản phải thu dài hạn,0.0,64329922068.0,65215891816.0,52618472024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000000.0,1116289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000000.0,105000000.0,110105000000.0,156317535177.0,155962477458.0,157180683424.0,161991845423.0,150720221163.0,150720221163.0,139099079790.0,137985832636.0,160197585636.0,159722492225.0,142879780458.0,144700570039.0,125357935541.0,124654986430.0,54693953559.0,53176854214.0,53263062508.0,50405537354.0,49851137628.0,47894524434.0,88070321358.0,88082019198.0,244204051723.0,242241719845.0,225171428172.0,603566571006.0,1182578108111.0,2119078108110.0,61572522782.0,109244193947.0,106256262589.0,96719197278.0
1. Phải thu dài hạn của khách hàng,0.0,64329922068.0,65215891816.0,52618472024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46212535177.0,45857477458.0,47075683424.0,51886845423.0,40615221163.0,40615221163.0,34706123755.0,33330836255.0,62090158544.0,61573065133.0,46038372631.0,45661514240.0,26151900862.0,26151900862.0,27896100396.0,24931353079.0,25017561373.0,25017561373.0,24505161647.0,24505161647.0,64922925087.0,64922925087.0,59378909100.0,59378909100.0,43019265317.0,34414408151.0,30625046270.0,30625046270.0,25439787052.0,25111458218.0,21033046212.0,20443759277.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15741300000.0,17241300000.0,18841300000.0,66841300000.0,66841300000.0,66841300000.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000000.0,105000000.0,110105000000.0,110105000000.0,110105000000.0,110105000000.0,110105000000.0,110105000000.0,110105000000.0,104392956035.0,104654996381.0,98107427092.0,98149427092.0,96841407827.0,99039055799.0,99206034679.0,98503085568.0,26797853163.0,28245501135.0,28245501135.0,25387975981.0,25345975981.0,23389362787.0,23147396271.0,23159094111.0,184825142623.0,182862810745.0,182152162855.0,569152162855.0,1136211761841.0,2071211761840.0,17291435730.0,17291435729.0,18381916377.0,9434138001.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,60295079909.0,78884014615.0,72776314577.0,90281002772.0,82997004420.0,65070935172.0,61819751266.0,58750461545.0,54475280152.0,48885202066.0,45873944431.0,129523331652.0,126401915591.0,125871887376.0,120924837663.0,116855386177.0,113108833082.0,108736933983.0,104413277000.0,95555785953.0,103886776898.0,108140637237.0,105100962480.0,106698449077.0,102583303458.0,98386060841.0,93863924542.0,90861751514.0,178973351538.0,171746341616.0,365902773215.0,355847337648.0,351553993036.0,382255635908.0,281408864502.0,273756990964.0,267185590480.0,301939662820.0,654038498048.0,665851745164.0,654531931792.0,659624539413.0,891513073906.0,917758482001.0,927859221907.0,909807532702.0,893401545918.0,930024433144.0,918553576054.0,833167835927.0,808076815252.0,797625663557.0,821563852466.0,814629167584.0,802781733448.0,797104823866.0,784063493911.0,776541149828.0,763772177927.0,755034691325.0,748982101375.0,737222300885.0,753049385313.0,740440407692.0,731111169013.0,722429517585.0,711976873780.0,701957950655.0,693782009578.0,686413699273.0,682706645093.0,673931630136.0,672243573514.0
1. Tài sản cố định hữu hình,59343339909.0,77932274615.0,71824574577.0,89329262772.0,82045264420.0,64119195172.0,60868011266.0,57798721545.0,53523540152.0,47933462066.0,44922204431.0,116931964262.0,113943663967.0,113245602519.0,108439197297.0,104510390302.0,100904481698.0,96673227092.0,92490214600.0,93172627301.0,101589509770.0,105929261637.0,102975478404.0,104658856525.0,100629602430.0,96518251337.0,92082006562.0,88994554058.0,177201054606.0,170068945211.0,364320277334.0,354359742291.0,350161298203.0,359864486781.0,219829622633.0,212495246908.0,206318690071.0,241467606054.0,593961284929.0,606136513192.0,595212368484.0,600700644760.0,832730044604.0,857998668639.0,868508033297.0,870452999602.0,854363639720.0,891259042637.0,880059207553.0,794131446491.0,771761196962.0,761388024747.0,776404206951.0,770101462710.0,758878440486.0,746217724429.0,737796176609.0,729077515512.0,719008340247.0,710906633610.0,705447865627.0,702840474876.0,719084702001.0,706884257503.0,697963551951.0,689618693737.0,679516709604.0,669848446152.0,662023164749.0,655003847448.0,651642452943.0,643213097658.0,641610974012.0
Nguyên giá,172894213749.0,221063412304.0,221638947233.0,246219576696.0,246221938853.0,259651081654.0,262197336005.0,264942062660.0,266117792670.0,266279198773.0,266279198773.0,341932171949.0,343647084768.0,347210250391.0,346156637863.0,346651744779.0,347367169248.0,347367169248.0,347407119248.0,353540406782.0,366419440581.0,374616398041.0,376139451863.0,382432054761.0,358419072220.0,357733809567.0,357859709567.0,358806026420.0,452886201722.0,452652991179.0,656265005737.0,654438535737.0,659128525460.0,678772099405.0,540791549788.0,542202986423.0,545010552380.0,587172219728.0,951134464901.0,967531929037.0,967495338695.0,982994357330.0,1227887934995.0,1267111697842.0,1292706345205.0,1310635923219.0,1310298593360.0,1362478588356.0,1366181848986.0,1280022242043.0,1268450442446.0,1272145396246.0,1298616661228.0,1303762241370.0,1305431526706.0,1303960770273.0,1307656720951.0,1256532856584.0,1259370492293.0,1261577277192.0,1268571549365.0,1280701673317.0,1308233020924.0,1305544594289.0,1307443211719.0,1309980297835.0,1310105134133.0,1311046278143.0,1306583006475.0,1308531692176.0,1313856167123.0,1314174474454.0,1320874680976.0
Giá trị hao mòn lũy kế,-113550873840.0,-143131137689.0,-149814372656.0,-156890313924.0,-164176674433.0,-195531886482.0,-201329324739.0,-207143341115.0,-212594252518.0,-218345736707.0,-221356994342.0,-225000207687.0,-229703420801.0,-233964647872.0,-237717440566.0,-242141354477.0,-246462687550.0,-250693942156.0,-254916904648.0,-260367779481.0,-264829930811.0,-268687136404.0,-273163973459.0,-277773198236.0,-257789469790.0,-261215558230.0,-265777703005.0,-269811472362.0,-275685147116.0,-282584045968.0,-291944728403.0,-300078793446.0,-308967227257.0,-318907612624.0,-320961927155.0,-329707739515.0,-338691862309.0,-345704613674.0,-357173179972.0,-361395415845.0,-372282970211.0,-382293712570.0,-395157890391.0,-409113029203.0,-424198311908.0,-440182923617.0,-455934953640.0,-471219545719.0,-486122641433.0,-485890795552.0,-496689245484.0,-510757371499.0,-522212454277.0,-533660778660.0,-546553086220.0,-557743045844.0,-569860544342.0,-527455341072.0,-540362152046.0,-550670643582.0,-563123683738.0,-577861198441.0,-589148318923.0,-598600336786.0,-609479659768.0,-620361604098.0,-630588424529.0,-641197831991.0,-644559841726.0,-653527844728.0,-662213714180.0,-670961376796.0,-679263706964.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8299818204.0,8064780735.0,7829743266.0,14256652812.0,10050100701.0,9774398256.0,9498695811.0,9222993368.0,8947290924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8534855673.0,8534855673.0,8534855673.0,15393579465.0,11028097716.0,11028097716.0,11028097716.0,11028097716.0,11028097716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235037469.0,-470074938.0,-705112407.0,-1136926653.0,-977997015.0,-1253699460.0,-1529401905.0,-1805104348.0,-2080806792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,951740000.0,12591367390.0,12458251624.0,12626284857.0,12485640366.0,12344995875.0,12204351384.0,12063706891.0,11923062400.0,2383158652.0,2297267128.0,2211375600.0,2125484076.0,2039592552.0,1953701028.0,1867809504.0,1781917980.0,1867197456.0,1772296932.0,1677396405.0,1582495881.0,1487595357.0,1392694833.0,22391149127.0,61579241869.0,61261744056.0,60866900409.0,60472056766.0,60077213119.0,59715231972.0,59319563308.0,58923894653.0,58783029302.0,59759813362.0,59351188610.0,39354533100.0,39037906198.0,38765390507.0,38494368501.0,39036389436.0,36315618290.0,36237638810.0,36859827311.0,36462924139.0,36073549696.0,36630446625.0,36217216601.0,37689236060.0,35265141869.0,34905064347.0,34586944824.0,34381826009.0,33964683312.0,33556150189.0,33147617062.0,32810823848.0,32460164176.0,32109504503.0,31758844829.0,31409851825.0,31064192150.0,30718532478.0,30632599502.0
Nguyên giá,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,2379350000.0,14115591178.0,14115591178.0,14416740178.0,14416740178.0,14416740178.0,14416740178.0,14416740178.0,14416740178.0,4561206200.0,4561206200.0,4561206200.0,4561206200.0,4561206200.0,4561206200.0,4561206200.0,4561206200.0,4741386200.0,4741386200.0,4741386200.0,4741386200.0,4741386200.0,4741386200.0,27338506200.0,69496426855.0,69569701855.0,69569701855.0,69569701855.0,69569701855.0,69602701855.0,69602701855.0,69602701855.0,69861823855.0,71188843116.0,69861823855.0,47264703855.0,48378543116.0,48378543116.0,48378543116.0,49427373116.0,47048023116.0,47325023116.0,48316679116.0,48316679116.0,48316679116.0,49270902349.0,49270902349.0,51429902349.0,49330902349.0,49330902349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49372860349.0,49597980349.0
Giá trị hao mòn lũy kế,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1427610000.0,-1524223788.0,-1657339554.0,-1790455321.0,-1931099812.0,-2071744303.0,-2212388794.0,-2353033287.0,-2493677778.0,-2178047548.0,-2263939072.0,-2349830600.0,-2435722124.0,-2521613648.0,-2607505172.0,-2693396696.0,-2779288220.0,-2874188744.0,-2969089268.0,-3063989795.0,-3158890319.0,-3253790843.0,-3348691367.0,-4947357073.0,-7917184986.0,-8307957799.0,-8702801446.0,-9097645089.0,-9492488736.0,-9887469883.0,-10283138547.0,-10678807202.0,-11078794553.0,-11429029754.0,-10510635245.0,-7910170755.0,-9340636918.0,-9613152609.0,-9884174615.0,-10390983680.0,-10732404826.0,-11087384306.0,-11456851805.0,-11853754977.0,-12243129420.0,-12640455724.0,-13053685748.0,-13740666289.0,-14065760480.0,-14425838002.0,-14785915525.0,-14991034340.0,-15408177037.0,-15816710160.0,-16225243287.0,-16562036501.0,-16912696173.0,-17263355846.0,-17614015520.0,-17963008524.0,-18308668199.0,-18654327871.0,-18965380847.0
III. Bất động sản đầu tư,11133640000.0,10688294400.0,10576958000.0,10465621600.0,10354285200.0,10242948800.0,10131612400.0,10020276000.0,9908939600.0,10020276000.0,9964540214.0,9908872013.0,10020276000.0,10020276000.0,10020276000.0,10020276000.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,10098457819.0,20835247260.0,155207662480.0,154448809537.0,153572305581.0,152677538738.0,153454559224.0,152561352877.0,151615456623.0,150704686974.0,149793917325.0,149333567395.0,148422797746.0,147512028097.0,146601258448.0,145690488799.0,144779719150.0,172796465396.0,184220736843.0,158865987123.0,157506658896.0,156147330669.0,154788002442.0,153428674215.0,152069345988.0,150710017761.0,156869339913.0,155443135476.0,154016931039.0,147290077076.0,145919087739.0,210298048883.0,278560349617.0,141806119730.0,140435130393.0,137894982285.0,136540695216.0,135192690633.0,133846959972.0,132501229311.0,131155498650.0
Nguyên giá,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11133640000.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,11211821819.0,22259020880.0,160585115401.0,160694206310.0,160694206310.0,160694206310.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,162364433143.0,202983590815.0,221599140439.0,191771768996.0,191771768996.0,191771768996.0,191771768996.0,191771768996.0,191771768996.0,191771768996.0,199392278918.0,199392278918.0,199392278918.0,193870768996.0,193870768996.0,261843428088.0,332072077977.0,193870768996.0,193870768996.0,192200542163.0,192200542163.0,192200542163.0,192200542163.0,192200542163.0,192200542163.0
Giá trị hao mòn lũy kế,0.0,-445345600.0,-556682000.0,-668018400.0,-779354800.0,-890691200.0,-1002027600.0,-1113364000.0,-1224700400.0,-1113364000.0,-1169099786.0,-1224767987.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1113364000.0,-1423773620.0,-5377452921.0,-6245396773.0,-7121900729.0,-8016667572.0,-8909873919.0,-9803080266.0,-10748976520.0,-11659746169.0,-12570515818.0,-13030865748.0,-13941635397.0,-14852405046.0,-15763174695.0,-16673944344.0,-17584713993.0,-30187125419.0,-37378403596.0,-32905781873.0,-34265110100.0,-35624438327.0,-36983766554.0,-38343094781.0,-39702423008.0,-41061751235.0,-42522939005.0,-43949143442.0,-45375347879.0,-46580691920.0,-47951681257.0,-51545379205.0,-53511728360.0,-52064649266.0,-53435638603.0,-54305559878.0,-55659846947.0,-57007851530.0,-58353582191.0,-59699312852.0,-61045043513.0
IV. Tài sản dở dang dài hạn,39213907243.0,45431429.0,22889469618.0,3448449280.0,20383102458.0,291760795.0,0.0,0.0,415595426.0,78304615490.0,137590031790.0,62220732283.0,62540484362.0,62857630089.0,63339544542.0,63074662732.0,68009362668.0,294365655799.0,340697134797.0,135453009726.0,107297668291.0,398980173416.0,426752726824.0,429242388728.0,474255892007.0,806701240283.0,877308166096.0,890645788198.0,883127646792.0,791426767335.0,648939828742.0,745770291888.0,806124453773.0,836146074105.0,904024480428.0,914998472865.0,935221685743.0,956678592574.0,830554919627.0,647636898733.0,445697942539.0,486596137573.0,290123386949.0,286466647662.0,296010159045.0,132335685881.0,141041772854.0,84792938864.0,87976780369.0,113073863596.0,115665122733.0,137719428107.0,112716122566.0,124087541673.0,126959952175.0,130689309945.0,149007249421.0,178550986933.0,202686230459.0,490708541617.0,596126454527.0,754722054394.0,766393385586.0,1209492165935.0,1152998378796.0,1309317806840.0,1335723353765.0,1418333393906.0,1447267864992.0,1155192110916.0,1165855284234.0,1197634285765.0,1195762931607.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454870000.0,0.0,272814770283.0,357609143387.0,475172686529.0,490679434920.0,513785215329.0,515197037019.0,603754329386.0,630404637950.0,701415978395.0,704332830222.0,752606758576.0,758977404235.0,772489873498.0,773996885613.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647636898733.0,445697942539.0,486596137573.0,290123386949.0,286466647662.0,296010159045.0,132335685881.0,141041772854.0,84792938864.0,87976780369.0,113073863596.0,115665122733.0,137719428107.0,112716122566.0,124087541673.0,126959952175.0,130689309945.0,149007249421.0,178096116933.0,202686230459.0,217893771334.0,238517311140.0,279549367865.0,275713950666.0,695706950606.0,637801341777.0,705563477454.0,705318715815.0,716917415511.0,742935034770.0,402585352340.0,406877879999.0,425144412267.0,421766045994.0
