Item,Q4 2006,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264319.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,3922199930.0,89634579930.0,89634579930.0,89634579930.0,32279179930.0,22279179930.0,9993399930.0,10093899930.0,10093899930.0,10093899930.0,10093899930.0,10093899930.0,10093899930.0,10093899930.0,10093899930.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4094971437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,1299412912.0,1997268988.0,861015896.0,777970535.0,694925174.0,611879821.0,562023735.0,560335033.0,306265021.0,279273285.0,251552446.0,597101672.0,582700174.0,3508725988.0,3395754971.0,3328241390.0,6373715093.0,6509187735.0,3391162467.0,3261899806.0,3120491615.0,318522509.0,272178359.0,178478758.0,146986885.0,115495012.0,85668485.0,58915579.0,41240905.0,2023566231.0,1943391558.0,0.0,0.0,0.0,0.0,3310867813.0,3223739713.0,3416611613.0,3317814512.0,2962353079.0,2875224979.0,2788096879.0,2700968779.0,2613843013.0,4374787830.0,11509939823.0,32685364794.0,32995148577.0,31528038270.0,30109747407.0,28736850060.0,27363952713.0,25991055366.0,24618158019.0,21825358652.0,20541297677.0,19257236702.0,2490560043.0,2345619444.0,2200678845.0,1132665313.0,1045537213.0,958409113.0,871281013.0,784152913.0
1. Tài sản cố định hữu hình,1225231079.0,1947087164.0,819561344.0,743061439.0,666561534.0,590061637.0,546751007.0,551607761.0,304083205.0,279273285.0,251552446.0,597101672.0,582700174.0,3508725988.0,3395754971.0,3328241390.0,6373715093.0,6509187735.0,3391162467.0,3261899806.0,3120491615.0,318522509.0,272178359.0,178478758.0,146986885.0,115495012.0,85668485.0,58915579.0,41240905.0,2023566231.0,1943391558.0,0.0,0.0,0.0,0.0,3310867813.0,3223739713.0,3416611613.0,3317814512.0,2962353079.0,2875224979.0,2788096879.0,2700968779.0,2613843013.0,4374787830.0,11509939823.0,32685364794.0,32995148577.0,31528038270.0,30109747407.0,28736850060.0,27363952713.0,25991055366.0,24618158019.0,21825358652.0,20541297677.0,19257236702.0,2490560043.0,2345619444.0,2200678845.0,1132665313.0,1045537213.0,958409113.0,871281013.0,784152913.0
Nguyên giá,1536798447.0,2420104948.0,1373185948.0,,,,1373185948.0,1402828848.0,1024023393.0,1024023393.0,1024023393.0,1410606853.0,1464803217.0,4417545067.0,4442226885.0,4514075976.0,7604570731.0,7616770731.0,4639168881.0,4650986154.0,4650986154.0,1608936854.0,1608936854.0,1034561547.0,1034561547.0,1034561547.0,1034561547.0,1034561547.0,1034561547.0,3034561547.0,3034561547.0,1034561547.0,1034561547.0,1034561547.0,1034561547.0,4519685561.0,4519685561.0,4799685561.0,4799685561.0,4519685561.0,4519685561.0,4519685561.0,4519685561.0,3485124014.0,5335124014.0,12735124014.0,35290302832.0,37067196922.0,37067196922.0,34806085806.0,34806085806.0,34806085806.0,34806085806.0,34806085806.0,32674012898.0,32674012898.0,32674012898.0,5335124014.0,5335124014.0,5335124014.0,3485124014.0,3485124014.0,3485124014.0,3485124014.0,3485124014.0
Giá trị hao mòn lũy kế,-311567368.0,-473017784.0,-553624604.0,,,,-826434941.0,-851221087.0,-719940188.0,-744750108.0,-772470947.0,-813505181.0,-882103043.0,-908819079.0,-1046471914.0,-1185834586.0,-1230855638.0,-1107582996.0,-1248006414.0,-1389086348.0,-1530494539.0,-1290414345.0,-1336758495.0,-856082789.0,-887574662.0,-919066535.0,-948893062.0,-975645968.0,-993320642.0,-1010995316.0,-1091169989.0,-1034561547.0,-1034561547.0,-1034561547.0,-1034561547.0,-1208817748.0,-1295945848.0,-1383073948.0,-1481871049.0,-1557332482.0,-1644460582.0,-1731588682.0,-1818716782.0,-871281001.0,-960336184.0,-1225184191.0,-2604938038.0,-4072048345.0,-5539158652.0,-4696338399.0,-6069235746.0,-7442133093.0,-8815030440.0,-10187927787.0,-10848654246.0,-12132715221.0,-13416776196.0,-2844563971.0,-2989504570.0,-3134445169.0,-2352458701.0,-2439586801.0,-2526714901.0,-2613843001.0,-2700971101.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,74181833.0,50181824.0,41454552.0,34909096.0,28363640.0,21818184.0,15272728.0,8727272.0,2181816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,130909127.0,130909127.0,130909127.0,,,,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,130909127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,-56727294.0,-80727303.0,-89454575.0,,,,-115636399.0,-122181855.0,-128727311.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,-130909127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV. Tài sản dở dang dài hạn,0.0,17564710881.0,18498201382.0,18528259019.0,18528259019.0,19676624179.0,18887683924.0,19608313015.0,19551664808.0,19644263314.0,20052228997.0,20353189393.0,20739130706.0,17976473710.0,6683272961.0,2105256543.0,2328173583.0,2324999256.0,6115284532.0,6398364107.0,6670761779.0,6676171777.0,6944529889.0,7140425302.0,7216268414.0,7226176526.0,7282869921.0,7648182904.0,7956857176.0,8218142176.0,8218142176.0,10266497188.0,10266497188.0,10266497188.0,10266497188.0,4728377095.0,2362788548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14800000000.0,0.0,0.0,0.0,0.0,0.0,71900000.0,71900000.0,189710000.0,189710000.0,189710000.0,189710000.0,28370251818.0,42616801212.0,62192886212.0,62192886212.0,64565838386.0,64565838386.0,64565838386.0,38152336818.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28059160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10266497188.0,10266497188.0,10266497188.0,10266497188.0,4728377095.0,2362788548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14800000000.0,0.0,0.0,0.0,0.0,0.0,71900000.0,71900000.0,189710000.0,189710000.0,189710000.0,189710000.0,311091818.0,42616801212.0,62192886212.0,62192886212.0,64565838386.0,64565838386.0,64565838386.0,38152336818.0
V. Các khoản đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000000.0,2300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,2464000000.0,2464000000.0,2464000000.0,2464000000.0,2965067969.0,2965067969.0,2965067969.0,2965067969.0,2965067969.0,2957000273.0,2957000273.0,2957000273.0,2914735832.0,2145000000.0,0.0,3922199930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170426950000.0,184227000000.0,249291152206.0,206183897195.0,247227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,202988180337.0,202988180337.0,204227000000.0,204227000000.0,201898218222.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922199930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064152206.0,1956897195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư khác vào công cụ vốn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170426950000.0,184227000000.0,247227000000.0,204227000000.0,247227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0,204227000000.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-836000000.0,-836000000.0,-836000000.0,-836000000.0,-334932031.0,-334932031.0,-334932031.0,-334932031.0,-334932031.0,-342999727.0,-342999727.0,-342999727.0,-385264168.0,-1155000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1238819663.0,-1238819663.0,0.0,0.0,-2328781778.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,48872747.0,342759475.0,1410577864.0,1287428066.0,1127223759.0,1149793106.0,1091770994.0,1040437297.0,1048050673.0,1000656444.0,986088398.0,2652717879.0,2831441088.0,2709463727.0,2526994259.0,2841674318.0,2788596896.0,1950739230.0,1401922438.0,1288441979.0,1177588675.0,1076013640.0,973052649.0,945561779.0,909612656.0,906365200.0,5749786.0,29179906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35606057.0,30265145.0,24924233.0,43019583321.0,14242415.0,19891407.0,12489894.0,6868684.0,4808077.0,2747470.0,0.0,0.0,0.0,1270559831.0,0.0,0.0,0.0,1375491000.0,1214248417.0
1. Chi phí trả trước dài hạn,48872747.0,342759475.0,1410577864.0,,,,1091770994.0,1040437297.0,1048050673.0,1000656444.0,986088398.0,2652717879.0,2831441088.0,2709463727.0,2526994259.0,2841674318.0,2788596896.0,1950739230.0,1401922438.0,1288441979.0,1177588675.0,1076013640.0,973052649.0,945561779.0,909612656.0,906365200.0,5749786.0,29179906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35606057.0,30265145.0,24924233.0,19583321.0,14242415.0,19891407.0,12489894.0,6868684.0,4808077.0,2747470.0,0.0,0.0,0.0,1270559831.0,0.0,0.0,0.0,1375491000.0,1214248417.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản dài hạn khác,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,30615134933.0,28130176453.0,30184615654.0,27151647929.0,27691783026.0,26339124730.0,26720060787.0,35192977048.0,35488918954.0,35759322441.0,35842127632.0,37898872548.0,37489747758.0,37378482469.0,37119417195.0,32669226517.0,35108667887.0,33879483975.0,34943441980.0,34277512503.0,35336903293.0,29099415171.0,26401144851.0,27287324335.0,31196244783.0,26347723285.0,29375089424.0,24756758013.0,23913726886.0,25210984982.0,24841152570.0,24030414629.0,23802928233.0,23758690833.0,23845598109.0,21517210027.0,14825217947.0,21281433874.0,18121410814.0,21788627942.0,21316890528.0,78461124964.0,71198315244.0,79900853720.0,90293864954.0,177920013543.0,326137450525.0,358849631645.0,348766793639.0,377606600513.0,455692036851.0,467651841920.0,472763138796.0,443502580355.0,637227379491.0,641151672451.0,568726386719.0,600500776654.0,639440838053.0,652303797330.0,654135270827.0,649409194757.0,650760819570.0,653598418704.0,652568813667.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,16552042864.0,16028679415.0,17668636416.0,14740878453.0,15644571253.0,14584961604.0,14951793500.0,14810594658.0,14763337858.0,15264796105.0,15347631410.0,16262381184.0,15752577453.0,14123540746.0,11698037074.0,8351741835.0,11450133753.0,10627959109.0,12146352595.0,12153112188.0,13999104878.0,8637003022.0,8516403130.0,11623993760.0,15462486979.0,11031338730.0,16046232597.0,11765461487.0,11172305197.0,12686806544.0,12587420044.0,11150260990.0,11168507495.0,11168507495.0,11253927783.0,11560489526.0,3702468497.0,5870713015.0,2320873298.0,5494431892.0,4406124302.0,51242959258.0,43979108980.0,23318602465.0,2512756383.0,45835604072.0,7469489811.0,25492673283.0,13043575697.0,12095253592.0,80322056805.0,88306166872.0,87934063895.0,91573407776.0,104534482824.0,96467524734.0,8207496080.0,7814547422.0,27333976692.0,25556217741.0,27554330603.0,21074761008.0,19800943502.0,18858265058.0,16774455854.0
I. Nợ ngắn hạn,15213619864.0,16028679415.0,17668636416.0,14199902025.0,15623434425.0,14563824776.0,14930656672.0,14789457830.0,14742201030.0,15243659277.0,15141826298.0,16241244356.0,15731440625.0,14102403918.0,11676900246.0,8330605007.0,11401450981.0,10579276337.0,12097669823.0,12102641072.0,13948633762.0,8586531906.0,8516403130.0,11623993760.0,15462486979.0,11031338730.0,9858763131.0,5577992021.0,4984835731.0,6499337078.0,6399950578.0,4962791524.0,4981038029.0,4981038029.0,5066458317.0,5373020060.0,3702468497.0,5870713015.0,2320873298.0,5494431892.0,4406124302.0,51242959258.0,43979108980.0,23318602465.0,2512756383.0,45835604072.0,7469489811.0,24172173284.0,13043575697.0,12095253592.0,79418556808.0,87541666877.0,87239063901.0,90947907779.0,104534482824.0,96467524734.0,8207496080.0,7814547422.0,27333976692.0,25556217741.0,27554330603.0,21074761008.0,17684143502.0,16741465058.0,14657655854.0
1. Vay và nợ thuê tài chính ngắn hạn,4557438000.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,7704227449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590000000.0,0.0,0.0,0.0,0.0,7326000000.0,6301000000.0,0.0,0.0,0.0,0.0,0.0,2550999998.0,2081499997.0,36673499999.0,80278000000.0,80278000000.0,80277999996.0,30000000.0,30000000.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,10013000000.0,10000000000.0,10000000000.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,5609304931.0,8061182104.0,9458112833.0,,,,6785593483.0,6785593483.0,6785593483.0,6676432483.0,7405834449.0,8089834449.0,7461850240.0,2850044227.0,1544743624.0,2419625920.0,5375475850.0,4875486850.0,4875486850.0,4847986850.0,4847986850.0,1692125920.0,1560450920.0,1810950920.0,5630950920.0,1766950920.0,6419433727.0,2062677627.0,2019433727.0,3525521709.0,3525521709.0,2242677627.0,2266677627.0,2266677627.0,2246677627.0,2152677627.0,852303627.0,2550182613.0,855612427.0,4270346627.0,2393966638.0,39581783537.0,29455246511.0,1875831572.0,607897452.0,35395477427.0,6464115462.0,23582478151.0,7145650588.0,8314543131.0,33250343541.0,5230591906.0,4995802205.0,5077930607.0,13107401546.0,4434950904.0,4894213166.0,3839131965.0,23067389625.0,17807199630.0,20885672695.0,14508861762.0,4798195371.0,4846730825.0,3147251637.0
4. Người mua trả tiền trước,1666000000.0,7462500000.0,7462500000.0,,,,7545500000.0,7435000000.0,7435000000.0,7441000000.0,7461850240.0,7461850240.0,400686943.0,10266850240.0,7805000000.0,4205000000.0,4205000000.0,4205000000.0,100000000.0,100000000.0,1900000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,121615000.0,121615000.0,121615000.0,121615000.0,121615000.0,121615000.0,121615000.0,221615000.0,811615000.0,121615000.0,667615000.0,1565863476.0,3633031825.0,7759268567.0,20872834423.0,0.0,8671814200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88073298808.0,88073299485.0,0.0,0.0,0.0,0.0,0.0,0.0,164961708.0,0.0,0.0
5. Thuế và các khoản phải nộp nhà nước,728132189.0,77957877.0,137765957.0,,,,0.0,0.0,0.0,0.0,7767047.0,360746957.0,0.0,829236673.0,2205063566.0,1598784373.0,1601337036.0,1281041935.0,1272118543.0,1280714068.0,1289252758.0,852963232.0,854880757.0,1671497076.0,1671497076.0,1621497076.0,1790560500.0,1790560500.0,1789577600.0,1789577600.0,1789577600.0,1874696888.0,1868313393.0,1868313393.0,1871313393.0,2252235136.0,1671456710.0,1833181242.0,974937905.0,269072515.0,128917479.0,184227041.0,130639115.0,246222586.0,746453275.0,1386156653.0,787240668.0,328658885.0,812119187.0,659470986.0,1203469831.0,1594320968.0,1243380581.0,2287824825.0,1930003946.0,2366398208.0,2370174899.0,251776736.0,457110223.0,581675658.0,701277953.0,1213009299.0,1158553096.0,265608767.0,127231135.0
